TABELA,FILIAL,DESC FILIAL,DT EMISSAO,GRUPO DE PRODUTO,COD PRODUTO,DESC PRODUTO,QTDE,VLR UNIT.,R$ TOTAL,NATUREZA,NATUREZA DESCR.,DESC NATUREZA,TES,CFOP,C.C,DESC C.C,CLASSE_VALOR,DESC CLASSE VALOR,DOC,FORNECEDOR,DESC FORNECEDOR
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-05-19 00:00:00,PECAS,020609410,PARAFUSO SEXT 8.8 M12X40MM,0.63,100.42999999999999,63.2709,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101001,BM-01,TROCA0M66,"",BRAIANN.ARAGAO
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-07-22 00:00:00,MATERIAL DE DESGASTE,090600057,"DISCO FLAP 4"" DEWALT GR80",10,6.3260042,63.260042,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101001,BM-01,TROCA0N7Q,"",BRAIANN.ARAGAO
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-01-20 00:00:00,PECAS,020602355,ANEL CAT 2385080,2,31.54,63.08,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,003 - INSUMO INTERMEDIARIO - C/ICMS,1101  - COMPRA PARA INDUSTRIALIZACAO OU PRODUÇÃO RURAL,302002,MANUTENCAO,101001,BM-01,000751531,34151100,SOTREQ S/A
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-02-12 00:00:00,PECAS,030400140,FILTRO OLEO LUBRIFICANTE,1,63.01,63.01,2040006,CONS. DE VEICULOS LEVES-C/ RET,2-DESPESA,015 - USO CONSUMO S/ ICMS,1556  - COMPRA DE MATERIAL PARA USO OU CONSUMO,302002,MANUTENCAO,102037,VL-23 TORO RCA-2C95,000003737,35358246,REVISA CENTRO AUTOMOTIVO LTDA
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-02-04 00:00:00,PECAS,020607174,FGC 45 1.3/16 SEDE PLANA X 5/8,1,63,63,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,247 - INSUMO INTERMERDIARIO SIMPLES NAC. S/ICMS S/EST,1101  - COMPRA PARA INDUSTRIALIZACAO OU PRODUÇÃO RURAL,302002,MANUTENCAO,101155,TE-06,000010138,10218536,LUCAS COMPONENTES HIDRAULICOS EIRELI
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-02-07 00:00:00,PECAS,030400070,KIT AMORTECEDOR TRASEIRO,2,31.5,63,2040006,CONS. DE VEICULOS LEVES-C/ RET,2-DESPESA,015 - USO CONSUMO S/ ICMS,1556  - COMPRA DE MATERIAL PARA USO OU CONSUMO,302002,MANUTENCAO,102004,VL-14 GOL PRG-1090,000003727,35358246,REVISA CENTRO AUTOMOTIVO LTDA
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-04-10 00:00:00,PECAS,030400584,BIELETA ESTABILIZADOR DIAN ESQ,1,63,63,2040006,CONS. DE VEICULOS LEVES-C/ RET,2-DESPESA,015 - USO CONSUMO S/ ICMS,1556  - COMPRA DE MATERIAL PARA USO OU CONSUMO,302002,MANUTENCAO,102025,VL-16 HILUX RBU-7E85,000003813,35358246,REVISA CENTRO AUTOMOTIVO LTDA
SD1 - ENTRADAS,020202,MSE - FILIAL BARRO ALTO,2025-08-27 00:00:00,PECAS,020608384,FGR 1.3/16 UNS-SEDE PLANA X 3/,1,63,63,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,247 - INSUMO INTERMERDIARIO SIMPLES NAC. S/ICMS S/EST,1101  - COMPRA PARA INDUSTRIALIZACAO OU PRODUÇÃO RURAL,302002,MANUTENCAO,101078,PC-01,000010661,10218536,LUCAS COMPONENTES HIDRAULICOS EIRELI
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-02-24 00:00:00,PECAS,020606557,MOLA MERCEDES A3889937110 FREI,2,31.4850195,62.970039,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101145,CB-18 TGM,TROCA0KZA,"",LUIZ.SANTOS
SD3 - BAIXA ALMOXARIFADO,100106,STP LOG - FILIAL BARRO ALTO 2,2025-02-19 00:00:00,PECAS,040200826,PORCA MERCEDES A0004010672,8,7.842643625,62.741149,2050001,MANUTENCAO DE MAQUINAS E EQUIP,2-DESPESA,"","",104002,MANUTENCAO OFF ROAD BARRO ALTO,107050,PC-05,191024TBU,"",LUIZ.SANTOS
SD1 - ENTRADAS,020202,MSE - FILIAL BARRO ALTO,2025-10-28 00:00:00,PECAS,020610349,KIT VALVULA PRESSAO,0,Infinity,62.61,2030012,FRETES E CARRETOS,2-DESPESA,110 - FRETE SOBRE COMPRA,2352  - AQUISICAO DE SERVICO DE TRANSPORTE  ESTAB.  INDUSTRIAL,302002,MANUTENCAO,101192,CA-08 ORE SORTER,000037918,39642242,PARCEIRO TRANSPORTES LTDA
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-11-18 00:00:00,PECAS,020604185,FAROL FKY0527W 12/24V BRIWAX,1,62.52625,62.52625,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101017,CB-04,TROCA0OYM,"",BRAIANN.ARAGAO
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-02-17 00:00:00,OLEO DIESEL,010800001,DIESEL S 10 ADITIVADO,10.48,5.9660676526717555,62.524389,2040004,COMBUSTIVEIS E LUBRIFICANTES,2-DESPESA,"","",302002,MANUTENCAO,101037,CC-01,TROCA0KYB,"",LYANDRA.GOMES
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-04-03 00:00:00,PECAS,020610035,ANEL CAT 7G-8664,0,Infinity,62.5,2030012,FRETES E CARRETOS,2-DESPESA,300 - FRETE SOBRE COMPRA AVULSO,1352  - AQUISICAO DE SERVICO DE TRANSPORTE  ESTAB. INDUSTRIAL,302002,MANUTENCAO,101155,TE-06,000030750,39642242,PARCEIRO TRANSPORTES LTDA
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-10-03 00:00:00,PECAS,020604185,FAROL FKY0527W 12/24V BRIWAX,1,62.478308,62.478308,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101020,CB-07,TROCA0O3W,"",VANESSA.ALVES
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-10-14 00:00:00,PECAS,020604185,FAROL FKY0527W 12/24V BRIWAX,1,62.478308,62.478308,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101050,EH-06,TROCA0OB3,"",VANESSA.ALVES
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-10-15 00:00:00,PECAS,020604185,FAROL FKY0527W 12/24V BRIWAX,1,62.478308,62.478308,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101142,CB-15 TGM,TROCA0ODJ,"",GABRIEL.ANDRADE
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-10-06 00:00:00,PECAS,020604185,FAROL FKY0527W 12/24V BRIWAX,1,62.478308,62.478308,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101143,CB-16 TGM,TROCA0O4X,"",VANESSA.ALVES
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-10-28 00:00:00,PECAS,020604185,FAROL FKY0527W 12/24V BRIWAX,1,62.478308,62.478308,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101143,CB-16 TGM,TROCA0OK4,"",BRAIANN.ARAGAO
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-10-04 00:00:00,PECAS,020604185,FAROL FKY0527W 12/24V BRIWAX,1,62.478308,62.478308,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101144,CB-17 TGM,TROCA0O3Z,"",BRAIANN.ARAGAO
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-10-18 00:00:00,PECAS,020604185,FAROL FKY0527W 12/24V BRIWAX,1,62.478308,62.478308,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101162,CB-25,TROCA0ODQ,"",LUIZ.SANTOS
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-10-25 00:00:00,PECAS,020604185,FAROL FKY0527W 12/24V BRIWAX,1,62.478308,62.478308,2050001,MANUTENCAO DE EQUIPAMENTOS,2-DESPESA,"","",302002,MANUTENCAO,101164,CB-26,TROCA0OID,"",KAIQUE.ALVES
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-09-10 00:00:00,PECAS,020604185,FAROL FKY0527W 12/24V BRIWAX,1,62.365111,62.365111,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101017,CB-04,TROCA0NU5,"",VANESSA.ALVES
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-09-23 00:00:00,PECAS,020604185,FAROL FKY0527W 12/24V BRIWAX,1,62.365111,62.365111,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101020,CB-07,TROCA0NZU,"",VANESSA.ALVES
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-09-23 00:00:00,PECAS,020604185,FAROL FKY0527W 12/24V BRIWAX,1,62.365111,62.365111,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101106,CB-09,TROCA0NZU,"",VANESSA.ALVES
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-09-15 00:00:00,PECAS,020604185,FAROL FKY0527W 12/24V BRIWAX,1,62.365111,62.365111,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101107,CB-12,TROCA0NWZ,"",GABRIEL.ANDRADE
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-09-05 00:00:00,PECAS,020604185,FAROL FKY0527W 12/24V BRIWAX,1,62.365111,62.365111,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101109,CB-14,TROCA0NT6,"",BRAIANN.ARAGAO
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-09-10 00:00:00,PECAS,020604185,FAROL FKY0527W 12/24V BRIWAX,1,62.365111,62.365111,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101142,CB-15 TGM,TROCA0NU5,"",VANESSA.ALVES
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-09-18 00:00:00,PECAS,020604185,FAROL FKY0527W 12/24V BRIWAX,1,62.365111,62.365111,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101145,CB-18 TGM,TROCA0NYJ,"",VANESSA.ALVES
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-09-11 00:00:00,PECAS,020604185,FAROL FKY0527W 12/24V BRIWAX,1,62.365111,62.365111,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101150,CB-23 TGM,TROCA0NVK,"",VANESSA.ALVES
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-09-15 00:00:00,PECAS,020604185,FAROL FKY0527W 12/24V BRIWAX,1,62.365111,62.365111,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101150,CB-23 TGM,TROCA0NWZ,"",GABRIEL.ANDRADE
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-09-03 00:00:00,PECAS,020604185,FAROL FKY0527W 12/24V BRIWAX,1,62.365111,62.365111,2050005,MANUTENCAO PINTURA/ ACABAMENTO,2-DESPESA,"","",302002,MANUTENCAO,101151,CB-24 TGM,TROCA0NST,"",BRAIANN.ARAGAO
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-09-17 00:00:00,PECAS,020604185,FAROL FKY0527W 12/24V BRIWAX,1,62.365111,62.365111,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101151,CB-24 TGM,TROCA0NXU,"",BRAIANN.ARAGAO
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-05-20 00:00:00,UTENSILIOS COM DURACAO,090501279,ESTICADOR GXO 12X190 1/2,4,15.575,62.3,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,165 - INSUMO INTRMEDIARIO RBC S/EST,1101  - COMPRA PARA INDUSTRIALIZACAO OU PRODUÇÃO RURAL,302002,MANUTENCAO,101001,BM-01,000123381,08615223,FERMARCS - COMERCIO VAREJISTA DE FERRAMENTAS E ACE
SD1 - ENTRADAS,020202,MSE - FILIAL BARRO ALTO,2025-05-05 00:00:00,PECAS,030400273,PARAFUSO,8,7.78,62.24,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,244 - INSUMO INTERMEDIARIO - SIMPLES NACIONAL,1101  - COMPRA PARA INDUSTRIALIZACAO OU PRODUÇÃO RURAL,302002,MANUTENCAO,101037,CC-01,000009098,27999797,MERCADAO DO CAMINHAO LTDA
SD1 - ENTRADAS,100106,STP LOG - FILIAL BARRO ALTO 2,2025-07-14 00:00:00,USO/CONSUMO,050400055,MANGUEIRA,1.37,45.379562043795616,62.17,2050001,MANUTENCAO DE MAQUINAS E EQUIP,2-DESPESA,217 - USO CONS. S/ ICMS E IPI - CUSTO,1556  - COMPRA DE MATERIAL PARA USO OU CONSUMO,104002,MANUTENCAO OFF ROAD BARRO ALTO,107054,TE-02,000010564,10218536,LUCAS COMPONENTES HIDRAULICOS EIRELI
SD1 - ENTRADAS,020202,MSE - FILIAL BARRO ALTO,2025-11-07 00:00:00,PECAS,020603447,FGR 3/8 BSP-BOL X 3/8 PR,2,31.07,62.14,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,247 - INSUMO INTERMERDIARIO SIMPLES NAC. S/ICMS S/EST,1101  - COMPRA PARA INDUSTRIALIZACAO OU PRODUÇÃO RURAL,302002,MANUTENCAO,101124,BM-03,000010829,10218536,LUCAS COMPONENTES HIDRAULICOS EIRELI
SD3 - BAIXA ALMOXARIFADO,020202,MSE - FILIAL BARRO ALTO,2025-02-17 00:00:00,OLEO DIESEL,010800001,DIESEL S 10 ADITIVADO,10.48,5.929075190839694,62.136708,2040004,COMBUSTIVEIS E LUBRIFICANTES,2-DESPESA,"","",302002,MANUTENCAO,101037,CC-01,TROCAIECI,"",LYANDRA.GOMES
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-08-05 00:00:00,PECAS,020604185,FAROL FKY0527W 12/24V BRIWAX,1,62.123952,62.123952,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101005,CB-02,TROCA0NFN,"",BRAIANN.ARAGAO
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-08-12 00:00:00,PECAS,020604185,FAROL FKY0527W 12/24V BRIWAX,1,62.123952,62.123952,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101016,CB-03,TROCA0NJL,"",BRAIANN.ARAGAO
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-08-13 00:00:00,PECAS,020604185,FAROL FKY0527W 12/24V BRIWAX,1,62.123952,62.123952,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101135,PC-05 - TGM,TROCA0NKA,"",BRAIANN.ARAGAO
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-08-21 00:00:00,PECAS,020604185,FAROL FKY0527W 12/24V BRIWAX,1,62.123952,62.123952,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101144,CB-17 TGM,TROCA0NNK,"",BRAIANN.ARAGAO
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-08-06 00:00:00,PECAS,020604185,FAROL FKY0527W 12/24V BRIWAX,1,62.123952,62.123952,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101149,CB-22 TGM,TROCA0NGK,"",BRAIANN.ARAGAO
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-08-01 00:00:00,PECAS,020604185,FAROL FKY0527W 12/24V BRIWAX,1,62.123952,62.123952,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101151,CB-24 TGM,TROCA0NDM,"",BRAIANN.ARAGAO
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-08-05 00:00:00,PECAS,020604185,FAROL FKY0527W 12/24V BRIWAX,1,62.123952,62.123952,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101162,CB-25,TROCA0NG2,"",BRAIANN.ARAGAO
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-08-06 00:00:00,PECAS,020604185,FAROL FKY0527W 12/24V BRIWAX,1,62.123952,62.123952,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101162,CB-25,TROCA0NGM,"",BRAIANN.ARAGAO
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-08-16 00:00:00,PECAS,020604185,FAROL FKY0527W 12/24V BRIWAX,1,62.123952,62.123952,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101164,CB-26,TROCA0NLL,"",BRAIANN.ARAGAO
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-08-12 00:00:00,PECAS,020604185,FAROL FKY0527W 12/24V BRIWAX,1,62.123952,62.123952,2040006,CONS. DE VEICULOS LEVES-C/ RET,2-DESPESA,"","",302002,MANUTENCAO,102024,VL-17 HILUX RBU-7E95,TROCA0NJG,"",BRAIANN.ARAGAO
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-08-20 00:00:00,PECAS,020604185,FAROL FKY0527W 12/24V BRIWAX,1,62.123951,62.123951,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101151,CB-24 TGM,TROCA0NMT,"",GABRIEL.ANDRADE
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-08-26 00:00:00,PECAS,020604185,FAROL FKY0527W 12/24V BRIWAX,1,62.123951,62.123951,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101151,CB-24 TGM,TROCA0NP7,"",BRAIANN.ARAGAO
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-05-07 00:00:00,PECAS,030400282,PARACHOQUE TRASEIRO HILUX,0,Infinity,62.09,2030012,FRETES E CARRETOS,2-DESPESA,300 - FRETE SOBRE COMPRA AVULSO,1352  - AQUISICAO DE SERVICO DE TRANSPORTE  ESTAB. INDUSTRIAL,302002,MANUTENCAO,102020,VL-11 HILUX QTR-7899,000031706,39642242,PARCEIRO TRANSPORTES LTDA
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-08-04 00:00:00,MATERIAL DE DESGASTE,020400422,"ARRUELA LISA 5/8 X 38 X 2,0MM",1.96,31.676363775510204,62.085673,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101086,PV-01,TROCA0NH2,"",BRAIANN.ARAGAO
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-08-18 00:00:00,UTENSILIOS,072700103,ARRUELA POLIDA LISA 5/8,2,31.0166665,62.033333,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101086,PV-01,TROCA0NLU,"",GABRIEL.ANDRADE
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-05-19 00:00:00,PECAS,020604495,CAPA 3/4 PR 4 TRAMAS (RAIADA),2,31,62,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,247 - INSUMO INTERMERDIARIO SIMPLES NAC. S/ICMS S/EST,1101  - COMPRA PARA INDUSTRIALIZACAO OU PRODUÇÃO RURAL,302002,MANUTENCAO,101168,BM-04,000010373,10218536,LUCAS COMPONENTES HIDRAULICOS EIRELI
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-10-22 00:00:00,PECAS,020610391,S4FLC45 16-16 S SAUBER FIT,1,62,62,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,247 - INSUMO INTERMERDIARIO SIMPLES NAC. S/ICMS S/EST,1101  - COMPRA PARA INDUSTRIALIZACAO OU PRODUÇÃO RURAL,302002,MANUTENCAO,101078,PC-01,000010791,10218536,LUCAS COMPONENTES HIDRAULICOS EIRELI
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-02-26 00:00:00,PECAS,020602614,DENTE CAT 208-5235,1,61.95,61.95,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101088,RE-01,TROCA0L04,"",ALVARO.ISAQUE
SD1 - ENTRADAS,100106,STP LOG - FILIAL BARRO ALTO 2,2025-06-26 00:00:00,PECAS,040201767,ANEL RETENTOR CAT 5H-8624,1,61.77,61.77,2050001,MANUTENCAO DE MAQUINAS E EQUIP,2-DESPESA,212 - USO CONS. C/ ICMS + SEM DIFAL - CUSTOS,1556  - COMPRA DE MATERIAL PARA USO OU CONSUMO,104002,MANUTENCAO OFF ROAD BARRO ALTO,107042,EH-15,000776150,34151100,SOTREQ S/A
SD1 - ENTRADAS,100106,STP LOG - FILIAL BARRO ALTO 2,2025-06-12 00:00:00,HIDRAULICO,041100045,CAPA 3/4 PR 4 TRAMAS,2,30.855,61.71,2050001,MANUTENCAO DE MAQUINAS E EQUIP,2-DESPESA,217 - USO CONS. S/ ICMS E IPI - CUSTO,1556  - COMPRA DE MATERIAL PARA USO OU CONSUMO,104002,MANUTENCAO OFF ROAD BARRO ALTO,107035,EH-08,000010454,10218536,LUCAS COMPONENTES HIDRAULICOS EIRELI
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-04-03 00:00:00,PECAS,020610036,ANEL CAT 7G-8666,0,Infinity,61.68,2030012,FRETES E CARRETOS,2-DESPESA,300 - FRETE SOBRE COMPRA AVULSO,1352  - AQUISICAO DE SERVICO DE TRANSPORTE  ESTAB. INDUSTRIAL,302002,MANUTENCAO,101155,TE-06,000030750,39642242,PARCEIRO TRANSPORTES LTDA
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-07-25 00:00:00,PECAS,020609932,ANEL RETENTOR CAT 464-0558,1,61.61,61.61,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,003 - INSUMO INTERMEDIARIO - C/ICMS,1101  - COMPRA PARA INDUSTRIALIZACAO OU PRODUÇÃO RURAL,302002,MANUTENCAO,101130,EH-12 - TGM,000781694,34151100,SOTREQ S/A
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-07-29 00:00:00,PECAS,020603882,PARAFUSO CAT 6V0937,6,10.248439,61.490634,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101101,TE-05,TROCA0NC8,"",BRAIANN.ARAGAO
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-07-30 00:00:00,PECAS,020604185,FAROL FKY0527W 12/24V BRIWAX,1,61.372102,61.372102,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101106,CB-09,TROCA0NCR,"",BRAIANN.ARAGAO
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-07-22 00:00:00,PECAS,020604185,FAROL FKY0527W 12/24V BRIWAX,1,61.372102,61.372102,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101147,CB-20 TGM,TROCA0N80,"",BRAIANN.ARAGAO
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-07-31 00:00:00,PECAS,020604185,FAROL FKY0527W 12/24V BRIWAX,1,61.372102,61.372102,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101164,CB-26,TROCA0NCV,"",BRAIANN.ARAGAO
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-07-22 00:00:00,PECAS,020604185,FAROL FKY0527W 12/24V BRIWAX,1,61.372102,61.372102,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101165,CB-27,TROCA0N7P,"",BRAIANN.ARAGAO
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-07-18 00:00:00,PECAS,020604185,FAROL FKY0527W 12/24V BRIWAX,1,61.372101,61.372101,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101002,BM-02,TROCA0N5U,"",BRAIANN.ARAGAO
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-07-02 00:00:00,PECAS,020604185,FAROL FKY0527W 12/24V BRIWAX,1,61.372101,61.372101,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101017,CB-04,TROCA0MVR,"",BRAIANN.ARAGAO
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-07-15 00:00:00,PECAS,020604185,FAROL FKY0527W 12/24V BRIWAX,1,61.372101,61.372101,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101020,CB-07,TROCA0N3R,"",BRAIANN.ARAGAO
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-07-19 00:00:00,PECAS,020604185,FAROL FKY0527W 12/24V BRIWAX,1,61.372101,61.372101,2050001,MANUTENCAO DE EQUIPAMENTOS,2-DESPESA,"","",302002,MANUTENCAO,101020,CB-07,TROCA0N6F,"",KAIQUE.ALVES
